"PeriodeDeReference","Geo","Dguid","Infractions","Statistiques","UniteDeMesure","IdentificationDUniteDeMesure","FacteurScalaire","IdentificateurScalaire","Vecteur","Coordonnees","Valeur","Status","Symbole","Termine","Decimales"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44329032","12.80.5","165","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44403983","12.80.6","51","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44361419","12.80.7","137","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44368924","12.80.8","0.00","","","","2"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44390603","12.80.9","130","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44345578","12.80.10","0.00","","","","2"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44363545","12.80.11","7","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44377436","12.80.12","0.00","","","","2"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53086746","12.80.13","8","","","","0"
"1998","Sherbrooke, Québec [24433]","2011S0503433","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53086747","12.80.14","0.00","","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44357107","13.80.1","326","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44410104","13.80.2","220.05","","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44350495","13.80.3","","..","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44407101","13.80.4","285","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44417680","13.80.5","199","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44371071","13.80.6","86","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44393096","13.80.7","180","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44351521","13.80.8","0.00","","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44362046","13.80.9","169","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44352793","13.80.10","0.00","","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44339916","13.80.11","11","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44386700","13.80.12","0.00","","","","2"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53086831","13.80.13","7","","","","0"
"1998","Trois-Rivières, Québec [24442]","2011S0503442","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53086832","13.80.14","0.00","","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44330728","14.80.1","10016","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44334497","14.80.2","296.03","","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44400432","14.80.3","","..","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44416256","14.80.4","3924","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44335535","14.80.5","2670","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44416360","14.80.6","1254","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44340761","14.80.7","2228","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44352925","14.80.8","0.00","","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44398058","14.80.9","2120","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44336209","14.80.10","0.00","","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44352540","14.80.11","108","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44403762","14.80.12","0.00","","","","2"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53084545","14.80.13","86","","","","0"
"1998","Montréal, Québec [24462]","2011S0503462","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53084546","14.80.14","0.00","","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44393678","15.80.1","660","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44408362","15.80.2","255.04","","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44415301","15.80.3","","..","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44332537","15.80.4","491","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44340068","15.80.5","334","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44380494","15.80.6","157","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44337052","15.80.7","292","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44353955","15.80.8","0.00","","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44366260","15.80.9","284","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44415431","15.80.10","0.00","","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44363017","15.80.11","8","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44401564","15.80.12","0.00","","","","2"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53085634","15.80.13","14","","","","0"
"1998","Ottawa-Gatineau, partie québécoise [24505]","2011S050524505","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53085635","15.80.14","0.00","","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44409828","16.80.1","31647","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44365288","16.80.2","278.41","","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44364316","16.80.3","","..","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44346501","16.80.4","20319","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44343966","16.80.5","13773","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44373103","16.80.6","6546","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44405700","16.80.7","9550","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44401651","16.80.8","100.02","","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v44374130","16.80.9","8846","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v44401828","16.80.10","102.44","","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v44378290","16.80.11","704","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v44336461","16.80.12","77.10","","","","2"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53085692","16.80.13","270","","","","0"
"1998","Ontario [35]","2016A000235","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53085693","16.80.14","29.57","","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v52148347","17.80.1","2370","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v52148351","17.80.2","228.48","","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v52148352","17.80.3","","..","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v52148353","17.80.4","1578","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v52148354","17.80.5","987","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v52148355","17.80.6","591","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v52148356","17.80.7","771","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v52148357","17.80.8","0.00","","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Total des adultes inculpés","Nombre","223","unités","0","v52148358","17.80.9","747","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Taux d'adultes inculpés pour 100 000 personnes de 18 ans et plus","Taux","257","unités","0","v52148348","17.80.10","0.00","","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Total des jeunes inculpés","Nombre","223","unités","0","v52148349","17.80.11","24","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Taux de jeunes inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v52148350","17.80.12","0.00","","","","2"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Total des jeunes non inculpés","Nombre","223","unités","0","v53080234","17.80.13","35","","","","0"
"1998","Ottawa-Gatineau, Ontario/Québec [24505/35505]","2011S0503505","Fraude [2160]","Taux de jeunes non inculpés pour 100 000 jeunes de 12 à 17 ans","Taux","257","unités","0","v53080235","17.80.14","0.00","","","","2"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Nombre d'affaires réel","Nombre","223","unités","0","v44360340","18.80.1","1710","","","","0"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Taux pour 100 000 habitants","Taux","257","unités","0","v44334436","18.80.2","219.66","","","","2"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Variation du taux en pourcentage","Pourcent","239","unités","0","v44394808","18.80.3","","..","","","2"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Total des affaires classées","Nombre","223","unités","0","v44341811","18.80.4","1087","","","","0"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Affaires classées par mise en accusation","Nombre","223","unités","0","v44404393","18.80.5","653","","","","0"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Affaires classées sans mise en accusation","Nombre","223","unités","0","v44376373","18.80.6","434","","","","0"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Total des personnes inculpées","Nombre","223","unités","0","v44344407","18.80.7","479","","","","0"
"1998","Ottawa-Gatineau, partie ontarienne [35505]","2011S050535505","Fraude [2160]","Taux, total des personnes inculpées pour 100 000 personnes de 12 ans et plus","Taux","257","unités","0","v44375773","18.80.8","0.00","","","","2"
